group1_id,group2_id
156655,157604
139928,140422
156597,156375
140566,141539
156310,156359
140374,139842
156260,157706
157227,158420
156451,158433
156360,156359
156720,156740
139930,139929
156260,157702
156588,156587
158096,158166
139868,139841
158446,156636
156662,157774
139939,139938
157624,157625
156676,157776
139933,140435
156259,157683
156739,157627
141044,142329
158111,157363
141013,140485
156414,156540
156033,156037
157326,158266
158406,157092
157229,155827
156682,158424
155869,156407
157444,157443
157091,155995
142063,142062
156476,155898
156262,157468
156556,156376
156603,157592
139802,140561
156596,156555
142476,142625
139891,139892
140439,139946
156262,156686
158041,157212
157478,158384
157792,158156
155798,156261
156728,157581
156580,156597
139983,139982
156414,155821
156879,157753
156737,155798
157604,156260
155800,157239
156923,157436
156710,156711
157700,158423
142162,142161
156689,157460
140436,140437
139874,139873
157631,157227
156216,156398
157486,156522
157777,156591
139887,140470
155830,156566
158408,155995
157582,156707
158504,155994
157630,157583
156667,157775
140475,139895
155820,155819
156656,157227
156669,156670
156738,157692
156610,157228
156659,156260
142471,142070
156734,156735
157776,156676
155995,155809
156522,157886
156887,156677
155830,156567
156215,157627
156721,156720
142095,142342
139885,139884
157851,157616
158033,155927
156591,157222
155828,157239
157777,156695
140560,140562
156737,157230
158425,155857
155814,158538
156670,156669
140663,141073
156704,156261
158290,157792
139990,139989
156215,156557
139817,139994
158091,157776
156439,156215
158361,156062
156376,156558
158239,158262
156400,156356
157454,157453
139942,139940
158424,156216
155872,156414
162688,158357
140439,139948
157692,156898
157228,156671
157436,156923
140994,140438
140436,139940
155799,157221
162482,157325
156259,157774
156739,156674
157582,156656
156923,157634
139888,139890
156414,156460
156413,156390
155891,156451
157325,162673
157692,156899
157583,157630
155996,157094
156259,155796
157441,157443
158444,156471
140560,141019
156964,157282
156740,156720
156597,155829
156640,157229
139943,139945
155809,156387
156921,157876
142502,142086
157228,156674
156630,157774
155831,156596
141539,140566
140395,140396
158044,157967
157616,157583
158423,157700
155770,157687
155779,157230
140470,139882
158422,157222
156739,156671
156739,156723
156722,156740
156908,157753
139942,140437
158443,156627
139868,139842
157776,155855
140422,139931
156215,155816
156717,157230
158408,157237
157792,158290
157623,157583
156895,156920
142122,142123
156454,156359
158511,155996
139928,140012
140436,139937
156738,157616
157583,157623
157470,156738
139989,139987
140437,139943
139990,139993
156596,156577
157883,157686
156915,156921
157622,157227
157230,157687
157228,157631
158266,157326
142509,142097
158425,156682
156216,158424
139990,140506
158178,155927
157776,157582
156262,157913
156726,156261
157697,156740
141072,141074
140411,140412
156386,156563
156723,157227
156617,156616
157775,156637
156627,158443
140438,139943
158262,158237
142625,142623
156656,157480
156369,156413
155827,156527
155862,156360
156359,156310
156368,156597
157613,157582
157620,156737
156259,157693
156240,156246
155869,157227
155995,158506
156729,157581
157227,155796
156413,156407
157221,156540
158439,156370
139780,140422
156597,155848
157769,157770
141308,141301
157458,157457
142090,142089
158422,156737
155846,157228
157708,157706
141007,140471
156597,156409
156627,156738
157440,157443
140126,140125
139859,139856
156461,158433
155828,156738
156844,158044
139823,139824
142097,142509
157639,156882
141072,140560
156343,156129
156216,155798
157094,157236
156122,156359
156708,156738
156376,156556
141073,140663
155846,156215
157625,157228
139944,140437
157265,158233
158443,156738
157584,157700
155777,157753
157452,157450
156360,156377
157282,156964
139765,141407
142517,140150
141894,141920
156414,156591
139893,139895
140140,140139
155824,158537
158554,158553
140422,139927
156649,157479
142475,142474
157235,157236
139940,139938
156923,157880
158479,157913
142068,142470
139929,139930
140521,139834
139943,139941
139814,140561
155837,158382
158452,156827
156569,156393
158421,157230
140471,140470
156522,157456
140010,139778
142191,141228
140522,139835
142089,142090
157228,156610
158420,156673
156738,156240
139842,139865
140470,139883
156740,155861
142093,142094
156739,156610
157776,156665
156289,158383
156216,156367
156408,156215
156656,157582
156903,156902
156923,157879
157792,156476
157708,157582
157636,156919
156260,156259
139865,140453
156655,157616
155870,156426
157582,157606
156260,157692
140992,140011
156129,156343
156384,155812
142625,142147
141301,141303
139895,140474
156262,155828
156551,156552
157437,156923
156563,156386
156596,155826
155764,157625
139927,139928
139843,140550
157776,155861
155860,157581
156673,156674
157261,162482
157691,157583
157635,156738
158443,156706
139890,139892
156587,157776
142296,142069
155859,157230
139886,140471
156540,156414
139873,140562
140505,140566
157221,156559
156917,156916
141038,141136
140550,140549
156384,156414
158408,157238
139993,139994
142069,142296
157709,157899
156535,156413
155824,157221
155649,156837
156557,156376
157457,157456
156414,156468
156674,155825
156664,157776
140566,141556
156392,155848
158424,158446
155851,156215
142625,142148
157228,155824
157228,156923
157616,156737
142625,140316
140505,139987
155801,157227
158414,157221
156711,156710
157583,157584
157227,157683
157776,156663
139932,139929
155821,156414
157222,155864
141556,141554
156664,156740
155825,156673
142105,142104
157602,157583
157583,156737
156737,157700
142090,142504
157707,157583
156215,155824
156216,155867
156596,155838
155898,155869
140470,139885
139931,139929
141019,141044
156558,156215
157052,157049
139892,139894
155927,158033
156597,156368
156360,156463
157471,157470
157229,156722
142346,142104
156443,158245
156467,156523
156667,158424
142091,142092
155993,155816
157450,157452
156636,158416
157695,157691
155844,158539
158418,157583
157583,156187
156367,156569
156655,157692
156260,157616
155855,155993
156667,156668
155770,157228
155806,155993
157609,157583
156527,156408
157222,156544
139843,140012
156902,156903
139937,139938
157221,155870
139884,140470
142346,142623
156561,157221
156716,156260
157702,156913
157581,155869
157363,158111
156359,156360
156668,158425
140506,139994
140990,140410
157581,157607
158034,158197
155771,157687
156130,156597
139806,140560
157705,155779
156738,157439
157776,156630
157584,156253
157581,156706
139836,140521
156259,155868
140150,142084
140474,139892
140435,139938
139897,140474
156892,156923
139865,139842
157769,156022
156670,156259
156725,157230
157227,155858
155997,156365
157614,157613
142626,142625
140437,140994
140562,139757
158041,156844
156376,156426
140010,139841
156259,156256
142094,142341
156920,157693
156906,156923
157221,155825
157238,158408
156913,157702
157592,157636
156921,157617
157864,156522
157886,156522
156630,156631
156637,158446
156721,156259
158422,157686
155834,156596
156246,156240
156216,155800
156426,156376
156451,155891
140438,140994
140437,139938
140562,141044
156707,157582
158555,157089
158439,156394
155825,156739
155868,156260
156478,156947
156597,156580
155997,156389
157753,156912
139888,139886
156923,157912
158044,156806
157470,157471
156737,156711
157236,157094
158416,156637
156216,158416
157438,156923
156575,156576
158385,157462
157776,156662
156261,156735
139880,139879
156696,156697
157049,157052
157606,157607
140011,139876
155845,156259
157229,156737
158445,156733
158044,155681
156920,156880
156583,156413
156739,157228
155887,156336
158438,156343
139843,141407
157216,155766
142565,140128
156366,157222
155795,156596
158422,155864
142068,142469
157410,157061
158443,155869
155828,156261
157326,162381
157236,157235
157912,157227
155848,156597
142523,142524
155829,156737
157692,156737
156260,157890
158421,155802
158382,157849
139941,139942
156738,156729
141072,141131
156216,155794
156409,156597
140474,139896
155799,156215
140348,140347
155868,156740
156732,157584
156426,155870
142075,142074
157692,157694
142473,142472
157583,155864
156216,155802
157462,158385
155799,157228
139892,139893
156366,158422
155822,156262
157601,157777
157777,156216
140347,140348
158420,155799
155855,155994
157584,156711
156735,158444
157221,155859
156738,157582
158421,155794
156667,157777
157453,157450
156523,157913
140364,140363
156367,156568
140991,140411
157754,156521
155809,156478
139880,139881
139896,139894
162377,158303
157610,156919
155827,157229
157853,156522
155854,156581
156740,157639
156923,157628
155919,155942
157753,156883
139885,139886
156527,155800
155995,157221
156476,156360
156215,155851
156475,158425
157450,157451
158419,157583
139823,140514
140361,140362
140410,140990
157583,157686
156460,156414
142070,142071
140010,139842
156522,157484
155804,156261
139997,139817
139941,140436
157055,156144
157702,156260
158538,155829
139868,140562
156937,157273
157950,157583
140484,140485
142085,142084
157692,157584
157776,156661
142504,142090
140350,140349
142342,142094
139931,139930
156261,155829
158433,156443
139932,139930
139886,140473
156256,156740
156360,156369
142341,142094
157326,158305
141614,139843
156393,156216
140992,139843
156810,158334
156734,156261
139835,139836
156919,157610
156814,157841
157584,156737
157221,155869
158038,158143
139943,140438
157227,157581
158416,156216
157090,157089
139942,140436
157804,157045
139816,141072
155861,158439
157584,157601
157899,157709
140435,139934
156632,157776
140473,139891
140506,139990
140475,139893
162612,156740
156591,156414
158197,158036
158036,156810
156262,156255
155993,155855
156739,155861
158418,157775
156656,156738
158420,156700
156738,156655
158303,162377
156671,157622
157708,156738
158556,158406
155997,156410
139945,139948
157616,156260
155996,157238
158384,156414
156683,156684
140393,140394
156401,156414
157622,156671
157230,155830
139887,140471
155851,156259
158433,156461
156567,155794
156733,158445
157850,157616
158382,155837
139993,139990
156722,157229
156625,157581
155811,155810
139883,139882
155858,156360
158383,155830
157235,155993
156837,155649
157238,158537
157229,157467
140342,139840
157583,156260
157637,157582
155996,158507
156397,156413
157228,157227
157775,156695
156216,156455
158443,156729
156661,157776
142111,142110
157692,156656
155775,156923
156247,156738
156448,158245
155861,156403
156379,158439
158443,156731
157583,157632
139980,139983
156556,155838
156556,156215
140521,139835
157898,157709
158445,156710
162672,157325
158228,156836
140470,139887
140990,140411
155995,158408
142101,142100
156632,156740
140522,139834
156559,158420
140485,140484
158538,156386
139892,139890
139948,139946
156673,155825
158535,157236
157628,156923
156377,156360
139881,139879
156706,156738
158422,156260
155869,158443
155826,156259
156387,155809
156700,156739
140139,140140
156737,157584
156713,156712
156129,156338
156675,157774
139893,140472
156246,156738
142069,142470
142625,142626
140424,139781
140436,139942
155997,158419
142146,140153
139945,139946
156566,155802
141073,140560
155832,156597
158443,157604
155824,155825
140563,141075
157227,158414
156261,155828
156507,155669
156260,157228
156255,156262
157601,157584
156596,156578
139938,140434
158044,156844
156659,158422
156739,156612
157777,157414
155870,158420
155859,157222
156586,156597
157604,157583
156738,155869
142331,139816
142333,141010
139999,139997
157228,156714
156622,158384
156359,156476
140474,139897
155800,156216
156612,156739
157090,155993
139880,139878
157913,155767
156332,156436
157363,158120
156144,157055
157094,155995
157481,157632
140437,139941
157774,157606
155891,156448
156679,157776
157445,157446
157447,157446
156172,157582
142540,142539
157227,156673
157604,158422
139895,140475
140514,139824
158383,156123
156464,158245
157583,157610
157704,156701
155805,157216
156261,155804
156730,157584
157582,157707
156678,157776
158538,156393
156941,156946
157582,157602
156414,158383
139937,139936
140560,139756
156883,157912
157583,157700
157582,157609
155812,157239
140435,139935
157774,157581
156679,158424
155829,156597
142626,142623
158446,158416
157685,156920
155796,156596
158443,156730
142094,142095
142622,142098
140477,140476
155963,158049
140485,141013
141556,140566
156727,156261
142469,142470
157692,156260
156738,157708
157456,156522
157469,156261
156740,157228
139982,139980
140435,139936
157582,157630
155856,156398
142346,142625
157457,157458
156259,156260
139937,139935
141074,141132
141132,141133
140541,140542
156413,155869
156262,155829
156662,157776
157776,155851
156386,156216
140412,140990
140560,139868
139879,139881
141073,141131
139989,139990
139887,140473
157582,157481
157239,155997
156376,156527
155827,156262
156738,156247
155864,157583
158384,156623
157704,157230
139976,139807
156597,156392
139936,139937
140513,139823
157089,158555
162381,157326
140550,139843
139944,140439
157616,156656
156738,156706
139889,140473
156616,156617
157775,158425
157776,156677
155854,157239
155870,158536
157222,158415
156695,157777
156260,156923
158445,155848
157632,158443
156463,156360
140475,139894
157452,157453
155826,157227
156125,156216
155864,158422
156414,156523
156566,156367
157582,157583
142070,142471
157582,157623
157775,158446
156413,156584
139954,140441
157584,155864
157776,155809
139885,139882
157460,156689
157820,156844
157480,157581
156527,155827
156260,157635
158239,158046
157912,156923
155785,158044
139756,140560
158406,158556
155794,156216
142333,139821
141133,139831
156735,156734
156922,156921
139888,140472
157614,157582
155864,157222
142625,142476
139946,139948
140470,139884
139758,140422
157228,157639
155773,157216
139947,140439
156259,155845
157325,162482
156216,156567
155801,156215
156243,156737
156216,155827
155827,157230
157754,158384
142181,141257
139991,140505
140124,140123
157236,155993
156630,157776
155848,158444
140400,140399
141182,141184
157237,158408
140012,139843
156827,158452
139844,139845
156679,157777
158048,158049
157227,156596
139807,139976
156591,157777
156737,155864
158403,158404
142103,142102
156260,156610
157775,158418
158446,157775
142069,142469
156597,157468
156920,156895
156259,156670
156261,156704
157606,157582
139894,139893
139843,139927
140010,139868
157583,157684
139897,140475
156739,157639
157686,157583
139940,139941
155801,157228
142135,142568
156921,156259
139783,140436
139750,139751
139834,140522
139936,140435
157639,156740
156523,156465
140472,139886
157363,158494
156413,156454
156597,156582
157686,158422
155861,156739
157704,156739
158433,156451
156121,156325
157581,156729
156737,157686
140409,140410
141036,140485
140462,140463
156544,157222
155829,158538
156967,156964
155802,156216
157479,157478
158049,155963
139889,139891
156721,157228
156947,156478
157704,155776
156215,157639
157754,157443
156468,156414
156215,156259
155838,156259
156262,155777
156596,157227
139873,139874
155879,156157
157687,157228
157609,157606
157617,158461
158425,157775
156216,156566
156656,156655
156912,157912
139891,140473
156333,156127
156027,157963
142097,142096
156685,156686
156881,157639
156663,157776
158135,157695
142623,142143
156738,156627
155767,157913
158422,156443
156413,156369
142106,142105
141407,139765
155997,158409
157913,156523
139935,140435
155815,157216
156738,155828
157454,157450
156738,158443
142474,142074
142103,142104
156414,157221
157690,156896
156591,156592
157230,155859
142125,142124
139893,139894
156731,157584
155816,156677
156260,157708
158143,157249
155864,156737
139937,140434
158425,156668
156476,157792
139806,140562
157070,158393
155859,158420
157631,157228
156920,157733
157695,158135
158421,156703
142621,142098
157387,157368
157227,155801
157792,158494
139941,140437
156360,156122
158046,158239
158445,156735
142470,142469
156738,157635
156592,156591
140150,140121
156389,155997
156375,156597
158446,158424
140505,139990
157212,158044
156215,156376
158403,157094
156587,156588
156740,156721
140399,140400
156921,156915
156570,155818
156369,156359
139890,140473
155864,157584
157472,155902
156560,156297
157582,156187
158382,155815
156655,156738
142165,142166
157635,156885
157376,158029
156367,156216
157581,157480
142103,142621
157228,156699
155815,158382
156697,156919
139938,139936
157484,156522
157753,156879
156581,156597
156740,156613
142568,142135
142333,139763
139948,140439
158424,157414
156454,156413
157229,155799
139758,139843
157583,157608
157481,157089
156923,156259
157448,157446
155861,157776
157582,156728
157846,156260
156215,156559
139941,139940
156703,158421
140438,139947
142124,142125
155994,155855
157893,158382
139885,139883
156215,157611
140128,142565
156414,156413
156710,156737
156737,155827
156734,158445
139868,140010
158443,157692
141190,141185
140472,139889
139928,139927
155816,156215
141074,140561
158383,155822
156884,157635
156570,156571
158044,157212
140522,139836
156325,156121
141407,139843
156216,155857
157216,155815
142100,142101
139945,140439
140566,141540
157061,157410
156536,156535
156674,157228
157792,155898
157694,156898
157222,156373
156596,155834
157686,156737
142171,142170
158214,158048
156575,156596
156714,156715
156722,158420
140472,139887
156597,155804
139892,139895
162483,156148
140663,142445
157480,156656
158262,158038
158425,156475
155830,157230
157705,155778
156923,157620
156332,156126
155829,156262
139879,139880
142094,142568
156259,156921
140011,140992
139868,140560
156385,156597
156331,156439
140437,139944
157237,155996
156597,156547
158206,158207
139751,141075
156737,156451
158405,157094
156597,156545
156729,156728
156142,157770
139834,140521
140125,140126
140992,140012
139980,139982
157581,157227
157221,155824
142094,140322
155832,156262
155997,156384
157890,156260
156215,155870
140438,139944
139935,139937
140411,140991
142160,142159
140551,140552
139939,139941
139982,139983
157228,157611
155993,155996
139824,140514
157704,156740
155861,156740
158509,155995
157792,156439
157229,157230
157265,155919
157774,157776
139890,139891
157753,155827
156710,157584
156715,156923
156245,156255
141074,140562
156671,157228
157639,156739
157733,156920
142192,142170
139897,139896
156365,155997
158421,156725
158393,157070
155798,156216
156597,155828
156211,156597
157222,156561
156689,156690
157235,157238
158044,155785
140470,139886
157227,157690
140438,139945
157820,158044
155825,158420
158422,156373
158420,156722
141539,141540
157582,155864
142096,142509
156677,156915
157584,157583
156626,156738
139895,139892
142623,142164
140472,139890
162483,157325
156725,158421
158446,157777
139947,139948
156414,156442
156554,156596
155995,155996
139946,140439
156578,156596
139941,139939
156360,155869
155919,157265
157583,157775
156584,156413
142342,142095
156215,155825
156215,155855
155858,156596
155898,156463
157776,155816
155777,156262
139883,139885
156382,157222
155867,156216
157879,156923
140422,139780
156737,157229
156923,156877
157249,158143
155869,157221
156652,156651
140470,141007
156901,156921
156356,156400
140150,142517
139944,139946
156413,156583
156665,157776
139816,141073
142090,142339
156410,156414
141073,141074
156386,156562
155840,157227
156403,155861
156640,156262
157228,155825
158536,157094
157451,157453
157582,157686
156711,158445
157613,157614
157458,157456
155869,156738
156569,156216
156738,157471
157632,156655
156706,158443
155801,157622
158537,155824
156699,156698
141007,140470
156407,155864
157045,157804
156740,157627
142622,142624
157227,156707
157230,156243
155854,156261
156739,155825
155996,157237
157222,156592
155827,156597
156673,157227
157880,156923
158425,157777
157701,156921
140435,139933
142568,142072
162656,157326
158510,157092
139783,140439
156521,157754
155996,155993
158414,157227
139944,139942
156923,157890
157584,156732
142294,142144
156216,155779
156737,158422
155801,157221
158423,156737
139884,140471
156408,155870
156297,156560
139947,139946
157092,155996
141184,141182
141807,141417
156172,157950
139895,139896
157627,156215
157229,156673
156261,157469
156216,156406
156261,156727
155669,156507
155995,158509
155996,155995
142625,142346
141042,140561
156558,156376
156610,156259
139938,139935
156576,156575
141044,140992
140421,140420
156262,155822
140449,140448
157913,158383
139882,139884
139896,139895
156712,156713
156463,155898
155869,156413
157604,156737
156923,157227
156618,156261
156810,158048
141043,140408
156414,156374
139817,139990
158384,156521
139817,139999
158439,155861
156478,155861
142072,142568
157901,156923
156187,157583
158424,156681
157686,157884
156451,156448
155836,157216
157228,155859
156360,156454
142136,142103
142329,141044
158383,155769
158334,156810
157227,156656
156915,157701
156740,156723
156631,157774
140991,140412
141400,139843
157467,156215
140435,140434
155996,157092
156740,157622
140560,139806
156695,157775
156557,156215
157092,158510
157222,155794
158416,158446
140408,141043
139934,140435
140990,140409
140437,139783
156659,156737
142524,142523
156215,156216
156569,155822
156563,156216
156698,156739
158384,156262
155839,157581
158042,157990
157222,155802
157884,157686
158555,158406
156216,156737
155779,157705
156581,155854
156596,155831
155865,155866
156737,157583
157326,156810
156738,157470
157229,158414
156382,158422
141073,142440
157229,155852
139881,139880
142084,142132
140566,141554
139886,140470
139990,139991
155899,156464
142103,142622
139944,140436
140438,139783
157230,156719
155798,156597
157439,156738
140522,140521
156630,156259
158143,158361
139894,139897
139783,140438
157089,155993
142076,142077
156579,156597
156559,156215
139884,139883
158382,157719
158439,156411
156705,156261
158422,156366
139939,139940
139831,141133
155802,155794
140474,139894
139936,139933
142094,142093
141308,141302
155852,156389
155828,156262
156467,156414
140439,139944
139987,140506
156739,155801
157611,156215
158048,158214
142104,142346
157967,158044
157441,157440
155764,157622
140506,139989
139991,139990
156637,156636
157228,155801
156259,156630
139889,140472
139883,140471
156739,157776
155848,158445
156945,156937
162483,156872
157325,156148
156413,156536
157611,157228
140414,139840
155862,156738
156651,156652
156722,156723
139843,139981
157092,157089
140471,139885
155995,158439
156888,156921
142077,142076
156407,155869
156215,155801
155794,155802
139893,140474
142086,142502
139997,139994
155859,157221
139888,139891
156623,158384
142095,142094
156739,156740
157860,157637
156737,157635
156639,156262
156448,156451
140153,142146
156682,156681
156723,157229
157583,158418
155995,155993
139939,139937
157227,155831
139887,140472
142623,142346
157440,157754
139946,140438
157775,157777
157613,157583
157446,157448
158402,157093
158066,156144
157236,158535
158416,157775
156673,156739
158357,162688
140496,139840
139934,139936
156597,155827
142159,142160
156905,156923
156730,158443
156821,156041
140391,140392
157239,155794
156261,157753
157228,156740
155997,156374
156923,156892
139890,139888
142135,142061
155800,156262
140439,139947
141045,142334
157583,157691
156360,155862
158418,157582
157776,156587
155799,156740
157700,156737
155800,155798
157093,158402
155868,156215
140009,139840
157602,157582
156238,156923
140436,139938
156693,157707
156261,156713
139891,140472
157707,157582
141043,140407
156668,156667
139884,139885
156157,155879
139987,139989
139936,140434
139989,140505
155771,157230
156259,156609
157444,157440
156260,155864
139935,139934
156636,156637
140471,139883
142072,142564
157094,158403
157228,156260
156410,155997
156597,156211
140506,139993
157222,156591
157826,158173
158272,157792
156737,157634
156133,156376
156919,157726
156215,156556
140410,140409
155838,156556
140398,140397
140436,140994
157584,157635
155923,156142
139939,140437
140514,140513
157089,157092
157609,157582
155868,157228
157454,157451
140408,140407
156717,156923
139938,139939
142085,142086
157583,157950
155993,155994
155870,156215
157443,157440
140010,140496
157239,155800
156740,156256
155800,157230
142094,142342
155812,156384
156256,157228
156673,155846
155799,155801
139759,140012
156260,157686
157755,156605
158424,156667
157848,157753
158439,156739
156740,155868
157094,158405
156733,157584
139888,140473
155858,157227
139927,140422
139993,140506
139840,140009
139890,139893
157700,157584
141074,141072
142075,142474
156369,156360
155862,156413
157963,156027
142339,142090
156716,156923
157584,156697
139885,140471
155995,155994
140439,139783
158424,156682
142072,142135
157913,158384
155840,157581
139948,140438
157905,156919
139994,139997
157625,156740
157443,157441
156609,156259
156144,158066
156259,156714
156677,157776
157684,157583
139897,139895
156690,156689
156261,156705
139763,142333
156414,156384
156647,156648
156698,156259
156365,156414
155841,157788
157615,156740
141179,141181
157770,156142
156568,156367
142475,142074
157583,156169
155799,156426
156712,156261
158425,155997
156037,156033
156729,156738
157455,157456
139987,140505
142132,142084
156699,157228
158420,156674
157230,158415
157368,157387
139938,139937
156522,157853
157775,158424
139993,139817
157777,156679
156627,157581
141073,139816
156649,156650
155858,156259
156915,156677
156262,156719
139778,140010
139876,140011
140545,140008
156022,157769
157227,155825
156522,157864
140011,139927
157467,157229
140506,139817
155993,157089
157755,156606
157443,157444
156359,156369
139836,139835
156610,156739
156260,155868
156566,156216
139893,139891
155809,157776
142564,142072
142329,139806
156655,157753
156215,157467
155825,157221
142074,142075
156366,158423
157624,158383
155902,157472
140474,139893
140566,140505
139938,139940
140379,140380
140560,141044
139944,139943
156919,157905
157583,158402
156738,155832
157446,157445
157583,157692
157446,157447
157706,157708
139943,139946
157444,157441
156720,156721
156596,156556
156872,157061
157776,158091
158383,156414
157582,156738
141185,141190
157604,156655
155993,155995
156260,156716
158424,155857
139934,139935
140396,140395
156413,156588
158384,157478
155996,155861
139816,142331
158041,157820
140475,139897
155827,156216
156261,156712
156597,156586
139835,140522
156439,156596
157582,157708
156596,155845
156360,156476
140441,139954
139989,140506
140994,140437
155769,158383
156713,158445
156597,155832
140407,140408
156923,157857
157441,157444
158425,156216
156376,156215
139935,139936
156737,156215
157686,156738
157582,157613
142098,142136
157584,156696
155825,156674
158439,155995
156389,156414
140322,142085
142096,142097
142334,141045
140506,140505
140407,141043
156718,156737
157776,156680
158538,155814
139943,139942
142622,142103
157950,157582
156567,156216
157454,157452
156606,157755
157222,156366
155808,156648
156688,156687
139993,140505
156407,156413
142105,142106
157221,155839
140434,139938
139938,140435
156740,156722
139943,140436
158536,155824
162673,157325
156740,157697
139938,140437
140473,140472
155851,157776
156448,155891
156523,156467
142623,142625
139930,139931
139930,139932
157238,157235
139878,139880
157583,157616
157774,156675
155864,156413
139945,140438
156259,157227
140377,140378
155758,158275
156887,156921
156728,158443
158420,157221
155801,158420
140439,139945
142062,142063
158029,158197
155860,157221
156844,158041
158537,157094
139893,140473
155802,157230
158419,155997
156413,155864
155829,156216
142135,142072
139934,139933
156559,157221
156738,156728
157230,155778
155846,156739
158445,156734
156545,156597
156728,156738
141302,141308
157093,155997
139892,140475
141043,141016
157230,155798
158143,156792
156455,156216
139931,139932
162482,157261
156523,156414
139932,139931
157701,156915
156639,157777
140473,139893
157450,157453
139756,142329
156723,156722
157457,157455
139843,140992
139843,141614
139842,140010
157622,155764
157440,157444
140437,139940
141132,141074
157777,156667
156377,156359
156923,157901
157777,157601
158422,156382
155902,155901
157239,155812
156261,155827
158420,155824
156684,156683
158446,158425
155919,158456
156547,156597
157584,156733
155800,156597
156215,156439
139944,140438
158382,156894
139817,140505
156726,157230
158383,156289
155802,158538
139937,139939
142624,142622
155798,156262
156883,157753
142437,142564
156259,156669
156414,158384
158425,158446
156262,155800
156414,156401
156262,156639
141072,141073
140435,139937
156737,156718
156597,156130
155828,156597
156921,156887
156710,158445
156714,156259
142329,139756
157326,162656
156360,155858
155868,158537
156740,157704
157753,156655
156527,155838
158539,155844
157222,155859
162430,158320
156259,156676
157683,156259
157582,157614
139941,139944
156550,156549
140557,140558
142147,142148
142085,140322
158275,155758
140409,140990
157686,155772
157462,157460
140436,139943
140505,139989
156964,156967
157440,157441
140437,139937
156910,157697
142104,142103
155859,157228
155866,155865
141043,141042
156239,157229
157230,156726
155998,155997
139942,139943
155826,156596
156454,157792
157227,156612
139882,140470
155927,158178
142621,142103
157726,156919
156923,156715
156253,157584
157582,157637
156413,155862
142568,142623
139835,140521
158415,157222
140317,140663
140473,139888
156916,156917
156359,156454
158029,157376
142084,142085
157753,157848
156726,156262
142100,142626
157709,157898
155825,155824
155830,156216
157632,157583
156343,158438
142095,142341
141227,141973
156240,156738
140472,139892
139934,140434
156041,156821
139945,139943
156555,156554
139894,140474
157228,158414
156731,158443
157776,157774
158402,155997
156610,156260
156216,156215
156216,156563
156062,158266
139841,139868
156471,158444
156260,158422
156739,158439
156921,156888
156340,156131
156837,158036
157228,156673
155778,157230
140505,139993
157230,156702
155870,157221
157719,158382
155804,156597
155864,158443
157692,157582
156729,158443
157582,156172
156844,157820
156398,155856
158536,158537
142168,142169
155923,157769
142564,142132
156634,157776
141303,141301
157753,156261
156260,157583
155796,157227
156148,157325
140992,141044
157769,155923
142440,141073
158245,156451
156605,157755
139886,139884
158444,158445
