student_id,activity_id,req_group_id
17433,3277776,158415
17748,3271176,156607
15569,3275412,157774
15547,2906394,142621
13907,3269505,156144
16643,2906394,142626
17465,2897111,139766
15575,2904766,142191
15532,2897111,139766
17616,3274855,157581
17279,3271221,156685
19023,3278865,158555
16511,3270968,156558
17614,2899116,140376
16134,3275133,157688
16419,2900348,140664
17625,2897470,139954
15050,2904327,142028
16013,3275203,157755
15238,2903199,141524
16024,2905874,142469
13017,3268267,155878
17336,3271221,156690
15532,2903318,141598
17892,3271446,156698
17418,2899116,140372
13087,2906394,142625
17288,2899554,140550
17895,2897204,139844
16028,2897934,140123
16470,2904483,142104
15446,3272045,156891
17502,2905429,142332
17360,3271221,156649
17851,2901264,141004
17334,3268234,155846
17777,3273191,157221
17845,2905429,142331
16221,3274710,157439
17751,2901277,141025
14260,2900844,140833
16450,2897808,140043
15050,3272269,156967
16574,2905970,142567
17743,2901264,141011
15202,3272031,156887
14260,2903788,141835
14404,2903788,141836
17418,2897419,139903
16228,2901251,140998
14481,3272073,156919
17637,3274855,157583
11689,3268287,155897
17837,2899554,140526
13973,3269916,156259
13927,3276451,158041
17283,3271094,156597
15573,3275133,157686
14356,3268377,155913
17842,2899116,140390
17614,2897470,139944
17683,2899627,140562
17465,3268214,155827
17713,2901251,140990
14099,3276618,158098
12850,3276955,158183
16024,3272073,156919
17502,2901933,141135
17878,2901349,141074
16302,2904483,142093
14290,2900926,140891
18862,3272514,157090
17632,3268254,155866
16007,3270609,156461
17283,2905429,142332
14049,2897894,140111
17629,2897204,139840
17751,2899189,140426
17449,2897137,139780
16153,2905842,142440
15250,2902810,141384
16022,2904483,142101
17629,2897521,139980
16191,2904531,142132
16013,3277508,158382
17625,2897111,139766
16618,2904531,142135
16105,2899116,140407
17587,2901264,141011
14115,3270680,156505
17516,2897137,139795
16019,3275966,157863
16618,2900348,140663
15514,3269385,156126
16305,3270587,156439
17752,3277780,158421
15343,3273191,157221
16343,2897950,140135
14261,2906394,142625
14115,2906728,142663
15491,2899627,140566
15020,2903296,141569
17597,3273312,157228
18057,2899116,140375
17566,3274855,157584
16014,3270232,156360
15181,2904483,142097
17306,3271221,156683
13111,3277220,158286
16298,3268084,155773
15017,2905234,142294
17284,3271446,156715
17491,2899189,140434
12027,2905922,142519
16040,2897419,139898
16195,2905922,142525
15514,3268287,155899
16559,2906394,142623
15107,2903199,141524
15532,3277508,158383
17571,2901349,141078
11017,3276435,158025
11559,3276602,158085
16092,3270810,156523
19024,3268684,155995
17465,2897470,139954
18457,3273511,157235
15189,2904766,142192
15572,2904734,142163
15468,2897419,139902
16170,2904507,142117
17614,2901251,140991
17476,2897163,139804
17625,3270354,156407
17625,3268194,155808
12666,3274276,157326
15136,3267942,155677
16310,2905970,142564
15181,2904483,142105
14337,3277274,158335
17855,2899554,140519
16258,3268291,155901
15292,3276602,158083
17310,2899189,140433
15202,3271176,156633
17798,2905429,142334
15446,3272073,156921
15285,3272460,157059
17432,2901251,140997
17625,3270968,156573
15368,2904130,141981
16548,2899554,140494
16210,2900348,140662
15035,2905234,142296
15017,3277274,158331
13976,2904483,142104
17826,2901933,141132
15202,3272045,156894
15392,2904718,142149
16164,2897934,140127
16460,2897137,139783
17748,3271446,156735
17787,3269888,156256
15136,2904130,141979
15468,3270968,156562
17798,2897470,139916
15134,3277256,158310
14254,2897844,140060
16422,2904507,142123
17850,3270346,156399
17788,3277780,158421
16384,2897470,139954
15062,2905234,142296
17484,3271176,156639
16333,3275133,157684
17543,3274739,157492
14006,3276939,158166
15223,3267942,155678
17271,2901290,141031
12891,2902316,141204
15343,2899627,140560
11559,3276939,158170
16548,2897111,139759
17614,2897470,139947
13951,2898542,140276
15662,2905234,142297
17360,3274710,157463
17502,2901290,141035
16040,3271176,156623
17855,2899116,140399
12770,3276634,158116
18618,3273511,157236
17868,3273191,157222
16548,2901264,141007
15217,2897137,139797
15484,3273312,157228
12902,3271599,156752
15223,2902413,141230
15073,2905234,142297
17584,2897419,139903
16310,2897966,140150
18472,3268684,155995
15457,2904750,142175
12964,2904507,142108
15640,3270597,156456
15177,2904734,142166
16416,3270810,156522
16177,3275966,157866
17831,2899554,140493
17298,3268244,155860
16007,3270810,156521
15532,2905549,142339
16243,2897966,140153
17271,2901290,141039
13961,3277012,158213
17365,3271094,156596
16003,2897934,140125
16418,3275147,157701
16512,2897419,139899
17450,3268204,155814
17761,3270968,156572
16432,2904459,142068
17416,3278017,158444
16419,3271221,156670
17694,3271221,156661
15039,2905234,142297
16618,2897204,139843
14166,3277256,158316
15486,3275140,157693
15486,3275070,157625
15180,2903551,141700
17906,2901290,141030
15660,2897572,140012
15280,3272045,156903
12850,2898532,140265
16418,3270810,156521
13925,2897854,140064
16523,2897137,139797
16470,2904483,142099
17825,2901933,141131
17850,3270314,156367
17476,2901251,140999
18814,3272514,157090
16479,3272073,156919
17395,3271446,156711
15202,3271221,156677
15532,3274855,157583
12982,3269226,156069
15273,2904130,141978
15388,3274276,157325
16208,2898868,140322
13985,2897894,140110
17278,3271446,156721
15108,3277292,158357
14401,2906394,142625
14033,3275370,157769
12709,2900923,140887
17683,2901933,141131
16416,2904507,142124
16104,2898868,140322
17743,2901933,141133
16519,3269888,156255
16276,3270232,156359
15390,3275412,157776
17741,3277975,158439
15343,3270362,156413
16314,2897950,140147
17752,3278017,158443
16098,3268275,155886
17576,2897163,139807
11689,3268279,155889
19223,3277015,158216
12131,2900953,140920
15335,2904750,142182
17752,2901303,141043
16356,3272073,156921
17845,2897204,139842
16177,3275147,157702
16026,2904507,142114
15154,3269916,156260
16203,2904459,142075
16464,3271094,156596
16614,2906394,142625
16416,2904459,142082
12835,3276435,158025
16627,2904483,142085
16229,2897470,139953
17906,2901251,141000
16460,2906394,142621
15225,3272059,156907
15193,2902419,141232
17538,2899116,140369
17584,2899627,140562
16245,3270810,156521
15535,3277009,158210
17614,3268234,155848
16170,2904483,142090
17826,3273312,157228
15156,2904718,142154
16214,2904531,142135
15573,3271491,156738
17614,2899116,140409
15457,3272031,156886
17268,3271221,156677
16470,2905549,142341
12889,2904104,141953
17808,3271176,156631
16075,2900348,140664
17596,3271094,156596
15180,2903675,141775
15715,3272073,156923
16548,2897572,140012
17336,3271446,156722
17828,3278620,158536
12835,2897884,140098
14546,3276447,158037
15170,2904734,142171
13095,3276955,158182
17449,2897419,139883
17360,3274739,157467
17367,3268224,155842
13910,2897884,140098
14344,3275203,157754
16119,3275147,157702
16314,3272045,156891
16024,2905874,142475
17354,3275412,157776
15150,2904766,142192
17458,2897470,139906
16052,2905890,142497
16158,3269888,156253
17684,2899189,140470
16214,3275133,157688
16479,2905858,142456
17544,2901349,141075
15458,3275140,157691
17718,2897572,140010
17848,2901933,141131
17641,2901251,140998
15065,2903215,141540
17288,2901290,141039
15545,2905234,142297
12713,2897854,140063
16633,3268275,155886
17553,2905429,144140
17614,2901264,141003
15570,2905842,142438
17449,3268224,155837
12114,3274710,157441
16305,2897521,140004
17502,2897572,140012
16544,3270232,156360
18624,3273511,157235
15659,2904734,142165
17420,2901349,141076
17571,2901277,141021
17460,3275412,157775
16068,2897966,140154
16240,2900348,140664
14046,3276367,157981
16292,2900348,140663
17761,2899627,140561
16433,3277508,158383
16065,2897934,140123
17298,3268204,155822
12903,2906394,142623
14007,2897844,140059
15508,2898761,140317
17316,3274710,157456
15417,3274276,157325
17787,3271446,156705
16321,3275412,157776
17319,2901290,141030
17405,2905429,142334
16104,3270587,156437
16296,2898761,140316
15033,3277292,158348
15780,2900348,140662
16500,2897934,140132
16003,2905874,142469
15193,2902413,141226
16040,3274710,157460
16343,2905549,142341
16334,3268291,155901
17614,2899189,140434
17676,2899189,140463
17316,2901349,141078
17320,2901303,141042
16343,3275203,157755
17596,2897137,139796
16384,2897137,139773
17787,3271446,156729
16039,3272073,156919
16605,2899116,140384
16041,3270211,156338
17868,3268234,155847
17622,3275412,157776
15343,3270968,156573
16554,2905890,142485
13203,3272838,157123
17743,3271221,156651
17614,2897419,139895
17671,3274855,157581
17705,3270947,156535
16024,2905874,142479
17845,2901933,141133
15600,2902844,141396
16305,2897521,139980
16273,3277508,158383
13913,2903798,141848
16432,3270810,156522
17638,2897572,140009
16256,3272073,156923
18624,3278620,158537
16170,3276010,157908
16511,3271073,156578
15108,3272269,156968
17614,2897163,139835
16073,3270614,156463
15495,2904531,142134
17625,2901933,141133
15285,3272468,157070
16418,2905874,142470
16231,3270197,156325
11017,3276443,158033
14211,3276439,158030
18760,3277665,158403
15040,3277018,158219
14166,3277238,158305
17315,3278017,158445
15048,2902798,141373
17458,3277975,158439
15570,3277508,158384
16422,3270204,156332
17489,2901264,141014
17279,3271221,156670
16574,2899627,140564
15141,3269192,156058
15368,3267938,155675
16052,2905922,142518
16126,3272031,156878
15507,2905332,142306
15231,2902855,141407
16520,2904531,142135
16214,3272031,156883
16525,3275412,157776
15287,2902413,141229
15272,3275370,157770
13201,2904483,142095
15238,2903684,141784
15511,2900446,140685
16614,3270592,156442
17759,3277780,158425
15061,2904734,142168
17288,2897137,139782
17584,2899554,140513
14543,3277238,158304
17629,2897470,139931
12865,2904483,142084
14099,3276634,158117
17476,2899554,140496
16637,2901349,141073
15285,3272464,157063
16019,2904531,142135
17614,2897419,139886
15343,3271073,156592
15135,2904750,142182
16313,3278136,158465
15017,2903215,141540
17320,3268254,155866
16176,3272031,156882
17284,3271446,156711
16231,3268279,155889
16470,2904483,142098
16603,2897204,139844
15514,2906394,142625
15073,2900460,140692
14356,3271783,156830
16203,3270197,156324
14162,3276963,158193
17540,2897163,139808
10827,2902316,141204
14260,2900860,140849
15223,2902413,141229
18919,3272514,157089
17906,2897111,139762
15392,3275203,157753
16643,2905858,142466
17787,3274855,157581
17848,2897572,140008
16214,2897966,140152
18802,3278620,158537
17629,2897111,139751
17907,2897204,139842
17278,2901933,141133
16487,3276021,157913
18504,3273511,157235
12926,3272351,156998
17684,2901251,140998
17584,2897111,139752
16544,3270810,156522
15108,2903235,141558
17609,3271446,156728
14441,2905338,142313
17428,2901303,141045
17800,3274739,157491
15250,2902798,141373
16292,3269385,156125
16261,3268287,155898
16302,3268084,155770
17435,2899116,140357
15436,2899189,140484
16479,3275070,157625
17641,2901277,141021
17813,2901933,141132
14026,3277274,158336
17393,3268224,155834
16442,2901349,141074
15511,3277292,158356
17864,3278017,158443
17604,3275412,157776
16239,2897966,140150
16028,2904483,142091
16140,2904531,142133
12926,3272363,157011
17826,3269916,156259
15094,3272482,157082
15291,3275084,157634
16019,2905858,142466
16451,2897572,140011
17773,2897572,140009
16086,2905842,142445
17665,3278017,158443
18957,3277662,158400
16548,2899554,140527
17278,2897470,139943
15365,2904483,142086
16501,2904459,142070
15528,2904531,142134
17506,2897572,140009
17432,2897521,139987
17826,3270810,156521
14546,3276939,158168
16470,2904531,142136
15202,3277508,158385
17718,2901290,141034
14541,3276939,158170
17848,2901303,141044
16024,2897934,140125
17485,3277780,158425
17718,2901933,141132
17466,3268184,155799
16022,3278148,158477
12830,2898537,140269
16466,2901349,141074
17378,3274739,157492
17489,3271446,156735
15049,2905234,142297
17502,2901264,141006
17550,3278017,158444
17760,2899189,140457
16304,2905906,142503
15522,3272045,156899
16073,3270597,156446
17669,3268194,155808
17424,2897572,140010
15097,3272265,156962
17868,2901264,141009
15136,2902431,141245
17331,2897419,139903
16356,3275966,157859
17471,2899116,140360
17544,2901933,141132
17430,3268214,155828
16369,3270810,156523
17759,3277780,158419
14117,3276367,157982
17271,3270354,156406
15186,2902419,141235
17449,3268234,155846
16086,3272045,156897
17614,2899189,140475
18072,2897572,140011
17484,3269916,156260
17553,3268204,155816
17694,2899554,140543
16356,3275977,157873
16714,2897470,139953
15262,2906394,142626
15050,3272265,156962
17761,2897572,140008
15134,2900460,140699
17460,3277780,158425
15170,2904135,141983
17316,2901290,141036
15173,2902794,141369
15202,3271446,156725
17476,2901277,141021
17489,3277780,158418
15050,2904330,142031
19004,3268684,155997
16160,3274855,157581
17553,3269702,156215
15464,3270211,156338
17543,2897470,139929
17316,2897572,140007
17493,3274739,157472
15282,2903595,141744
17388,3271176,156605
16065,2897950,140139
15575,3275133,157687
16523,2899627,140563
12889,2904110,141960
17625,2897419,139869
16261,3268279,155890
17538,3270330,156386
17828,2901933,141133
17826,3277776,158416
18479,3272514,157091
17625,3268244,155861
16170,3275140,157694
17897,2897137,139787
17430,3268204,155815
16416,2906394,142623
16479,2905874,142479
16278,2897950,140142
17684,2899554,140549
17493,3271446,156695
17823,3268254,155870
17450,3268254,155864
17416,2897137,139786
16310,2900348,140663
17598,2899189,140432
16470,2904483,142086
16282,2905842,142446
16309,3275154,157709
17354,3278017,158443
16714,2897137,139797
16144,2897934,140126
15392,2905234,142297
15642,3271176,156617
17273,3277780,158420
16470,2904483,142088
16041,3278142,158470
16470,2904483,142100
16231,3268287,155897
16127,2897137,139796
15291,3275133,157685
17755,3270354,156411
17794,3271221,156690
17571,2899116,140384
17597,3269916,156259
16195,2905922,142530
17755,2901349,141073
12114,3274710,157443
16127,2904459,142062
15640,3270211,156341
17393,3268204,155816
14373,3277256,158309
16548,2901290,141033
14316,3278136,158465
16450,3270160,156313
15348,2897966,140151
14404,2903793,141841
17840,2897572,140010
16219,3272031,156881
16208,2897572,140010
16443,3275966,157861
14005,2902316,141204
14543,3277220,158285
16195,2904531,142133
17614,2899116,140361
12870,2900953,140919
16303,2906394,142623
16028,2904459,142070
16532,3269916,156260
16115,3269389,156130
17755,2899189,140458
16310,2905922,142522
17336,3271446,156712
18504,3278620,158537
15419,3268204,155818
15575,2906394,142623
17827,3271491,156738
17584,2901264,141004
17474,3270947,156545
16019,2897966,140152
17263,2901264,141003
15298,3272073,156921
16022,2898761,140315
15107,2903583,141731
16086,3275070,157624
16351,2906394,142624
15468,3271094,156596
17761,2899627,140562
17652,2901933,141133
13985,2898532,140265
14261,2902798,141373
17302,3270968,156554
11559,3276618,158099
14026,3277292,158354
16164,3270810,156522
15070,2900460,140692
17324,2899116,140345
17796,3268244,155854
17837,3270314,156366
16517,2899627,140563
15102,3277274,158337
17376,3270322,156378
17278,3271446,156715
15391,2904507,142110
17806,3274855,157581
17652,2897521,139988
17614,2899116,140363
13917,2902316,141204
14489,2906394,142625
19074,3268684,155995
14013,2900953,140921
17418,3269916,156262
17474,3270968,156569
15073,3276602,158082
15136,2902419,141232
17450,3277975,158438
17449,2897111,139751
17665,3268234,155848
17517,3270947,156549
17823,3268234,155850
17571,2901933,141131
15059,2900460,140688
19223,3277021,158222
13201,2904483,142104
17393,3273191,157222
16503,2905970,142564
17514,3270314,156368
16389,2905970,142565
16208,3271094,156597
17625,3270947,156550
17432,2901251,140995
15251,3268279,155891
15446,3275140,157695
14089,3277220,158285
17614,2897470,139946
13055,3271773,156821
17462,3268254,155866
17378,3269916,156259
16614,2898761,140316
17476,2897470,139941
17540,2897111,139766
15045,2902850,141402
17278,2897521,139989
15374,2905338,142312
17637,3268184,155794
14290,3275370,157770
14121,2903798,141845
16418,2904507,142130
16003,2904483,142090
17449,2897163,139809
17302,2899189,140469
18544,3277662,158400
16297,3269381,156123
17422,3277780,158421
15238,2903675,141776
17538,2897137,139797
16007,3270587,156436
17787,3271446,156713
17837,3270346,156401
15285,3272434,157033
17298,3271073,156584
15020,3272269,156967
15186,3277021,158222
13111,3277274,158341
16298,2899189,140476
14002,2897844,140054
15225,3275147,157702
17760,3268684,155994
17306,3271446,156703
16024,2905874,142470
17826,3274739,157492
13055,3271788,156836
16103,3275063,157618
16352,2900348,140664
16186,3270810,156521
17671,3271221,156673
17602,2897137,139789
17313,3271176,156607
17799,3268078,155765
17892,2899116,140384
17759,3268684,155994
16296,3268287,155899
16144,2897934,140123
13968,3276955,158181
14032,2904092,141941
16307,2906394,142623
16003,2904459,142069
17892,3273312,157229
17288,2897204,139842
15096,2902806,141380
17684,2899116,140396
17614,2899116,140364
17625,3268184,155802
13920,3277508,158383
15317,3276602,158082
16068,2897950,140148
17713,3274739,157482
17837,3268194,155804
13017,2906394,142623
16516,3275412,157777
17850,3270354,156406
15186,3277001,158202
17273,3271073,156575
15535,3267934,155669
16024,3272045,156902
16199,2897966,140153
16479,3268084,155773
17614,2897137,139795
16119,3275133,157684
18928,3278620,158536
15599,3270810,156523
14013,2900953,140919
18837,3278865,158553
17892,2901251,140998
17424,2897204,139840
14373,2902794,141369
13111,3277256,158319
15017,2903211,141534
16022,2904531,142132
17279,2905429,144140
16268,3269385,156127
16115,3269381,156123
15348,3272073,156919
11957,2900854,140843
17418,2901349,141078
17751,2901349,141074
17288,2897111,139766
10615,2897950,140148
16418,3270810,156523
15283,2904459,142080
17614,2899554,140535
16028,2905954,142550
17543,2901277,141024
16263,3275070,157624
16310,2904734,142167
12726,2904104,141953
11751,3277238,158304
16418,2897934,140132
17462,3274739,157492
14100,3272843,157128
14092,3276455,158044
10827,2903947,141894
15094,3272460,157058
19214,3275412,157776
19228,3270609,156461
15291,2904483,142094
12865,2900446,140680
17300,2901303,141045
15659,2904734,142166
17897,2901277,141018
16418,2905874,142475
15391,2902806,141380
17367,3270330,156387
17827,3274710,157448
17787,3271446,156728
15250,3268381,155917
15600,3272473,157074
17689,3275412,157776
16011,3268279,155889
15266,2900460,140696
17284,3271446,156733
19223,3277001,158202
16603,3270968,156555
12796,3271221,156655
16127,2904483,142097
14521,2904017,141916
12895,2903029,141456
16501,2905842,142449
17394,3275412,157775
16008,2905970,142564
17540,2897204,139842
14171,3274276,157326
16633,3270587,156439
17394,2897470,139926
17367,2901277,141021
15094,2903675,141776
17348,3274710,157438
16003,2904507,142117
15522,3275049,157604
17787,3271491,156738
17376,3270354,156405
14049,2897894,140110
17279,3271221,156686
17616,3278017,158443
16418,3275070,157625
14009,3277508,158383
16170,2905906,142502
17652,2897137,139783
16298,3272045,156896
15468,2900348,140661
16600,2897470,139954
17273,2899554,140537
16014,3270225,156353
17515,2901349,141074
16304,2905954,142562
17602,2905429,142333
17743,3271221,156648
15356,2906394,142624
17855,2897163,139809
16283,3272073,156921
12726,2904110,141960
16160,2905954,142562
17544,2897204,139845
16356,2900348,140662
15226,3277238,158301
14029,3267942,155677
17540,3270322,156376
17422,3275412,157776
15073,2900460,140696
17302,3270314,156365
17576,2901290,141030
15250,3268377,155912
15573,3271446,156725
17751,2897419,139876
15111,3277274,158337
12114,3274710,157440
15195,2904324,142026
17669,3271094,156596
16466,2905842,142445
16554,2905938,142534
17609,2897419,139867
17741,2901933,141131
15522,3272031,156883
15203,2904750,142183
13916,2897844,140055
16396,2897204,139842
16545,2905874,142475
12902,3272995,157179
19093,3277665,158409
12884,2898542,140276
14367,3270947,156543
14099,3275370,157770
17306,3274739,157468
16643,2904483,142106
16174,3272073,156919
12107,2898761,140317
16637,3274739,157472
13055,3268377,155912
17484,3274739,157474
17897,2901264,141011
15294,3275412,157774
15238,2903207,141532
16040,2899189,140447
19223,3277018,158219
17449,3268244,155857
18814,3268684,155995
17557,2899116,140399
16126,3275147,157702
17665,2899116,140376
15078,2904750,142187
17458,2901277,141026
18618,3272514,157091
17878,2897419,139877
16470,2905549,142346
16634,2900348,140662
17540,3270314,156365
16549,2899189,140445
17823,2897521,140004
16470,2904483,142101
16416,2905922,142528
17614,2897163,139817
15102,3269231,156075
15271,2900446,140678
16014,2906394,142622
15382,2905906,142509
16104,3270609,156459
14290,2900944,140909
18852,3277662,158400
16534,2900348,140664
16637,3271176,156607
15136,3267934,155669
17540,2897470,139927
17771,2901349,141076
17641,2901933,141131
17320,3268234,155846
13925,2897894,140103
17616,3275412,157776
16073,3268267,155878
15444,2905332,142306
17324,3271176,156607
12796,3275049,157604
16479,2905874,142470
16603,3273191,157222
16582,2897934,140128
17848,2899554,140511
16195,2905970,142568
17418,2899116,140359
17367,2899116,140384
17277,3277780,158421
16176,3272073,156920
15468,2897111,139766
15335,3275084,157635
17367,2901251,140998
17435,2897137,139773
16498,2905234,142296
13086,2906350,142603
16293,2904734,142165
16170,3275203,157754
15020,3272252,156955
17622,3271073,156591
17892,3274710,157444
17741,3270338,156393
16290,2897163,139825
15514,3269381,156123
17315,2901251,140991
15135,2902419,141233
16522,3270232,156360
16003,2897950,140142
17813,2901933,141135
17474,3270338,156394
17614,2899116,140398
15111,3272828,157111
16104,3270810,156523
15540,2900460,140698
17851,2901277,141021
17718,2897470,139937
14356,2900844,140834
15078,2902443,141257
16203,3268275,155885
17823,3268204,155822
17837,3268234,155848
17510,2901933,141132
16155,3272045,156894
17550,3277776,158416
14103,3277220,158287
16500,2905922,142530
16109,3278148,158476
15027,3272995,157178
17368,3278017,158444
12770,3276626,158109
16418,2905970,142568
13205,3272073,156920
15017,2903219,141542
16519,3269916,156262
13985,2897894,140111
17815,3277776,158415
15120,3277508,158384
11581,2904092,141940
15532,2897137,139783
15514,2897470,139953
17718,2897204,139840
14092,3276955,158184
15225,2904459,142082
17348,2897137,139780
15361,2904130,141978
17788,3274855,157581
14162,3276626,158105
18929,3268684,155997
17692,3274710,157436
16479,2897950,140134
15050,3272239,156936
17476,2901933,141131
17614,3274710,157439
16383,2904718,142145
16530,3276021,157912
16447,3268090,155777
17298,3270322,156375
16052,2905858,142452
15129,2904734,142166
15391,2902794,141369
15177,3277274,158338
16040,3277780,158419
12959,3277274,158328
10827,2897884,140093
16261,2904459,142062
15078,3267934,155671
14444,2905234,142296
17892,2901277,141021
17473,3274710,157460
15288,2904718,142151
17629,2897521,139982
16208,3270947,156546
16229,2898868,140321
17288,2897470,139927
18790,3268684,155995
16168,2904483,142093
15225,3268090,155776
16439,2906394,142622
14487,3269188,156056
13017,3270225,156355
17300,3268204,155815
17868,2897419,139903
16155,3272031,156881
12709,2900926,140894
16298,2899116,140378
17614,2899554,140521
15186,3277024,158225
14314,3275370,157770
17787,3274739,157490
17815,2901933,141133
13027,2903235,141558
17829,3271176,156637
13989,2902316,141204
15374,3275063,157618
15040,3277015,158216
16022,2904483,142086
16472,3277780,158422
15292,3276642,158120
17821,2901933,141136
16117,3275966,157861
15136,3269184,156050
17756,2901933,141134
17694,3271176,156630
15640,3268267,155879
16231,3270597,156456
15660,2905874,142478
16290,2901349,141073
15149,2906394,142623
17508,2899554,140513
16460,2897111,139763
16418,3272059,156905
14279,2898542,140275
12904,2904098,141946
15541,3277220,158278
16307,2904459,142082
17332,3268184,155794
17822,3277776,158416
16603,2899627,140566
17665,2899116,140361
15061,2904750,142181
17315,2897419,139895
19023,3272514,157090
16511,2897470,139907
16445,2900348,140664
15445,3277238,158290
12731,3276443,158032
17489,2901251,140993
17302,3268204,155820
15532,2904327,142029
17641,2901264,141004
17465,2901277,141023
17278,3274710,157457
17709,3278017,158446
17458,2901933,141131
13020,3271221,156687
17850,3268234,155845
19228,3270597,156451
16314,3275133,157688
16570,2900348,140664
17505,3271221,156677
18862,3278865,158555
16305,2905549,142345
14100,3272848,157132
15368,3267934,155671
17794,3275412,157776
15468,3273191,157221
17315,2899116,140368
16022,2898761,140317
17616,3271221,156673
17761,3270947,156552
16013,3275056,157610
19228,3270614,156476
15489,2905922,142530
16022,2904483,142100
16383,2897950,140148
18549,3278865,158554
17825,2899116,140384
16634,2905906,142509
17450,3268234,155846
17614,2901277,141020
16008,2904531,142135
17629,2901933,141132
14089,3276955,158187
16126,3272059,156908
13068,2904531,142135
17614,2901277,141025
14345,2906394,142623
17736,2901303,141045
15027,3276602,158083
17638,2899627,140563
17508,2899116,140391
17718,2899554,140527
16320,2897521,140005
16637,2899627,140562
16356,2897966,140150
17310,3271176,156631
14021,3275370,157770
14103,3272265,156962
16470,2904483,142095
17828,2905429,142329
14007,2903947,141893
17571,2899189,140465
16303,2905906,142504
15365,2904483,142095
16611,3275412,157774
16554,2905842,142447
17799,2899627,140564
17543,3277776,158416
15468,3270362,156413
12757,2902316,141204
19051,3278620,158537
16075,3268267,155877
16024,3272031,156882
12902,3273017,157201
18792,3268684,155995
15280,3274855,157584
17851,2899627,140566
15491,2902844,141395
15435,2905234,142297
17614,2897470,139948
17394,3277780,158418
16003,2905874,142470
5184,3272073,156923
14547,3277292,158343
14441,2902844,141397
17303,2897470,139912
17405,2901303,141043
13067,2904531,142132
15287,2904125,141975
18523,3277662,158399
15365,2900446,140674
18884,3268684,155996
15659,2904734,142167
16065,2905842,142444
17385,3271176,156642
16112,2905922,142517
17553,3277975,158439
19088,3272514,157089
15495,2902794,141368
17614,2897470,139933
14345,3275140,157692
17315,2899554,140537
16460,3268244,155861
11017,3271783,156829
16024,2904459,142069
17748,3268204,155818
15027,3273011,157194
17689,3274710,157451
17538,2901349,141072
15494,3270232,156360
17755,2899627,140561
16498,2906394,142623
14001,2902316,141204
15335,2904718,142151
11569,3273011,157195
17822,3270947,156543
17572,2899189,140421
17538,3268234,155848
17302,3268244,155861
16600,2899116,140404
17614,2901277,141017
16022,3277508,158384
16356,2905970,142564
12884,3276506,158060
14092,3276439,158028
16014,3268287,155898
15050,2903684,141782
16195,2905954,142548
15015,2902844,141395
16419,2897572,140008
11902,3274276,157326
13027,2903199,141524
16416,2904483,142097
16548,2901277,141024
15484,2900446,140685
17848,2901264,141012
17572,2901349,141076
17288,2897163,139803
17878,2899116,140363
17831,2897419,139875
15135,2902431,141244
16013,2897950,140148
17787,3275412,157776
17614,2901303,141043
15348,3275203,157754
15780,2899627,140561
16290,2900348,140663
16297,2898761,140316
15045,2902855,141406
17850,3271094,156596
17442,3278017,158443
14524,3277508,158384
17476,2901264,141004
16627,2900348,140663
17743,3271221,156647
17515,2901349,141072
17485,3271176,156644
14026,3276939,158166
15117,2900446,140682
17629,2897572,140010
19228,3270587,156437
