group_id,students_cnt,min,min_preferred,max,max_preferred
113790,16,0,0,16,15
113791,15,0,0,15,15
113792,15,0,0,15,15
113793,16,0,0,16,15
113794,15,0,0,15,15
113795,15,0,0,15,15
113797,15,0,0,15,15
113798,13,0,0,15,15
113799,13,0,0,15,15
113800,13,0,0,15,15
113801,14,0,0,15,15
113802,13,0,0,15,15
113803,25,0,0,25,0
113807,16,0,0,16,15
113812,15,0,0,15,15
113816,16,0,0,16,15
113817,16,0,0,16,15
113822,15,0,0,15,15
113823,16,0,0,16,15
113824,16,0,0,16,15
113825,16,0,0,16,15
113826,15,0,0,15,15
113827,16,0,0,16,15
113828,16,0,0,16,15
113829,16,0,0,16,15
113830,16,0,0,16,15
113831,16,0,0,16,15
113832,16,0,0,16,15
113834,16,0,0,16,15
113835,15,0,0,15,15
113836,15,0,0,15,15
113837,16,0,0,16,15
113838,15,0,0,15,15
113839,16,0,0,16,15
113840,14,0,0,15,15
113841,16,0,0,16,15
113842,15,0,0,15,15
113843,16,0,0,16,15
113844,15,0,0,15,15
113845,14,0,0,15,15
113846,13,0,0,15,15
113847,13,0,0,15,15
113848,13,0,0,15,15
113849,13,0,0,15,15
113850,13,0,0,15,15
113851,13,0,0,15,15
113852,10,0,0,15,15
113853,57,0,0,57,0
113854,110,99,99,110,110
113855,89,76,76,89,85
113856,130,111,111,130,130
113857,113,98,98,113,110
113858,76,72,72,85,85
113859,108,99,99,110,110
113860,110,99,99,110,110
113864,1,0,0,1,0
113867,3,0,0,3,3
113899,8,0,0,8,0
113901,18,0,0,19,19
113903,19,0,0,19,19
113904,13,0,0,19,19
113907,5,0,0,5,0
113909,19,0,0,19,19
113912,18,0,0,19,19
113915,5,0,0,5,0
113917,17,0,0,19,19
113921,19,0,0,19,19
113923,5,0,0,5,0
113925,19,0,0,19,19
113928,18,0,0,19,19
113931,6,0,0,6,0
113933,18,0,0,19,19
113935,16,0,0,19,19
113937,19,0,0,19,19
113939,7,0,0,7,0
113942,14,0,0,19,19
113944,19,0,0,19,19
113952,8,0,0,8,0
113954,28,0,0,31,31
113955,26,0,0,31,31
113956,23,0,0,31,31
113958,27,0,0,31,31
113960,25,0,0,31,31
113961,20,0,0,31,31
113962,27,0,0,31,31
113963,23,0,0,31,31
113964,27,0,0,31,31
113965,21,0,0,21,0
113966,31,0,0,31,31
113968,30,0,0,31,31
113969,29,0,0,31,31
113971,30,0,0,31,31
113972,26,0,0,31,31
113973,27,0,0,31,31
113974,28,0,0,31,31
113975,30,0,0,31,31
113976,29,0,0,31,31
113977,29,0,0,31,31
113978,28,0,0,28,0
113979,120,108,108,120,120
113980,94,79,79,94,88
113981,68,55,55,68,68
113982,88,79,79,88,88
113983,0,0,0,0,0
114101,19,0,0,19,0
114102,83,70,70,83,81
114103,80,72,72,81,81
114104,87,72,72,87,81
114107,16,0,0,16,0
114108,85,70,70,85,85
114109,76,63,63,77,77
114110,75,71,71,85,85
114127,60,0,0,60,0
114128,12,0,0,12,12
114129,11,0,0,12,12
114133,11,0,0,12,12
114136,12,0,0,12,12
114137,12,0,0,12,12
114138,12,0,0,12,12
114139,11,0,0,12,12
114140,12,0,0,12,12
114141,11,0,0,12,12
114144,11,0,0,12,12
114145,12,0,0,12,12
114146,10,0,0,12,12
114148,12,0,0,12,12
114149,12,0,0,12,12
114150,13,0,0,13,12
114151,12,0,0,12,12
114152,12,0,0,12,12
114153,12,0,0,12,12
114154,11,0,0,12,12
114155,10,0,0,12,12
114158,9,0,0,12,12
114159,10,0,0,12,12
114160,11,0,0,12,12
114161,12,0,0,12,12
114162,12,0,0,12,12
114163,12,0,0,12,12
114164,12,0,0,12,12
114165,12,0,0,12,12
114166,12,0,0,12,12
114167,12,0,0,12,12
114168,12,0,0,12,12
114169,12,0,0,12,12
114170,12,0,0,12,12
114171,12,0,0,12,12
114172,12,0,0,12,12
114173,12,0,0,12,12
114176,11,0,0,12,12
114177,12,0,0,12,12
114178,11,0,0,12,12
114179,11,0,0,12,12
114180,12,0,0,12,12
114181,12,0,0,12,12
114182,13,0,0,13,12
114183,12,0,0,12,12
114184,12,0,0,12,12
114185,12,0,0,12,12
114186,13,0,0,13,12
114187,12,0,0,12,12
114188,9,0,0,12,12
114189,4,0,0,12,12
114191,9,0,0,12,12
114192,11,0,0,12,12
114193,10,0,0,12,12
114198,0,0,0,0,0
114199,0,0,0,0,0
114200,0,0,0,0,0
114201,0,0,0,0,0
114202,0,0,0,0,0
114203,0,0,0,0,0
114206,41,0,0,41,0
114207,12,0,0,12,12
114214,12,0,0,12,12
114215,12,0,0,12,12
114216,12,0,0,12,12
114217,12,0,0,12,12
114218,12,0,0,12,12
114219,12,0,0,12,12
114220,12,0,0,12,12
114221,12,0,0,12,12
114222,12,0,0,12,12
114225,12,0,0,12,12
114227,12,0,0,12,12
114228,12,0,0,12,12
114229,12,0,0,12,12
114230,12,0,0,12,12
114231,12,0,0,12,12
114232,12,0,0,12,12
114237,12,0,0,12,12
114241,0,0,0,0,0
114242,0,0,0,0,0
114243,0,0,0,0,0
114244,0,0,0,0,0
114245,0,0,0,0,0
114246,0,0,0,0,0
114249,12,0,0,12,12
114250,12,0,0,12,12
114253,11,0,0,12,12
114255,12,0,0,12,12
114257,12,0,0,12,12
114271,12,0,0,12,12
114273,12,0,0,12,12
114278,12,0,0,12,12
114279,0,0,0,0,0
114281,0,0,0,0,0
114282,0,0,0,0,0
114284,0,0,0,0,0
114285,41,0,0,41,0
114287,12,0,0,12,12
114295,12,0,0,12,12
114298,11,0,0,12,12
114299,11,0,0,12,12
114303,12,0,0,12,12
114304,12,0,0,12,12
114305,7,0,0,12,12
114306,11,0,0,12,12
114310,12,0,0,12,12
114311,12,0,0,12,12
114313,10,0,0,12,12
114318,12,0,0,12,12
114319,12,0,0,12,12
114324,8,0,0,12,12
114325,11,0,0,12,12
114327,11,0,0,12,12
114330,12,0,0,12,12
114331,12,0,0,12,12
114332,12,0,0,12,12
114333,12,0,0,12,12
114334,12,0,0,12,12
114335,12,0,0,12,12
114337,12,0,0,12,12
114338,12,0,0,12,12
114339,12,0,0,12,12
114340,12,0,0,12,12
114341,12,0,0,12,12
114342,12,0,0,12,12
114343,12,0,0,12,12
114347,10,0,0,12,12
114349,12,0,0,12,12
114350,12,0,0,12,12
114351,12,0,0,12,12
114352,0,0,0,0,0
114353,0,0,0,0,0
114354,0,0,0,0,0
114360,0,0,0,0,0
114361,0,0,0,0,0
114362,0,0,0,0,0
114363,0,0,0,0,0
114364,70,0,0,70,0
114365,114,99,99,114,110
114366,113,94,94,113,110
114367,111,94,94,111,110
114368,111,98,98,111,110
114369,110,85,85,110,110
114370,105,99,99,110,110
114371,100,99,99,110,110
114471,97,0,0,97,0
114472,140,132,132,150,150
114473,152,132,132,152,150
114474,157,132,132,157,150
114475,151,132,132,151,150
114483,26,0,0,26,0
114484,14,0,0,20,20
114485,18,0,0,20,20
114486,18,0,0,20,20
114487,20,0,0,20,20
114488,19,0,0,20,20
114489,17,0,0,20,20
114490,19,0,0,20,20
114491,20,0,0,20,20
114493,20,0,0,20,20
114494,20,0,0,20,20
114495,20,0,0,20,20
114496,37,0,0,37,0
114497,16,0,0,20,20
114498,18,0,0,20,20
114499,15,0,0,20,20
114500,19,0,0,20,20
114501,20,0,0,20,20
114502,18,0,0,20,20
114503,20,0,0,20,20
114504,20,0,0,20,20
114505,20,0,0,20,20
114506,19,0,0,20,20
114507,20,0,0,20,20
114508,20,0,0,20,20
114509,35,0,0,35,0
114510,16,0,0,20,20
114511,15,0,0,20,20
114512,19,0,0,20,20
114513,20,0,0,20,20
114514,20,0,0,20,20
114515,16,0,0,20,20
114516,20,0,0,20,20
114517,19,0,0,20,20
114518,20,0,0,20,20
114519,20,0,0,20,20
114520,20,0,0,20,20
114521,20,0,0,20,20
114522,20,0,0,20,0
114526,20,0,0,20,20
114527,14,0,0,20,20
114529,20,0,0,20,20
114531,19,0,0,20,20
114532,20,0,0,20,20
114533,20,0,0,20,20
114534,20,0,0,20,20
114628,4,0,0,4,0
114630,20,0,0,30,30
114631,5,0,0,5,0
114632,13,0,0,30,30
114633,18,0,0,30,30
114634,1,0,0,1,0
114637,0,0,0,17,17
114638,2,0,0,2,0
114639,16,0,0,30,30
114640,15,0,0,30,30
114641,2,0,0,2,0
114642,16,0,0,30,30
114643,15,0,0,30,30
114644,3,0,0,3,0
114645,16,0,0,17,17
114646,0,0,0,17,17
114648,2,0,0,2,0
114649,20,0,0,30,30
114650,11,0,0,30,30
114655,4,0,0,4,0
114656,14,0,0,30,30
114657,17,0,0,30,30
114658,1,0,0,1,0
114661,0,0,0,17,17
114662,2,0,0,2,0
114663,19,0,0,30,30
114664,12,0,0,30,30
114694,1,0,0,1,0
114696,6,0,0,6,6
114712,1,0,0,1,0
114714,0,0,0,6,6
114718,6,0,0,6,6
114742,3,0,0,3,0
114743,18,0,0,27,27
114744,20,0,0,27,27
114751,1,0,0,1,0
114753,21,0,0,27,27
114754,1,0,0,1,0
114756,21,0,0,27,27
114760,2,0,0,2,0
114761,21,0,0,27,27
114762,20,0,0,27,27
114763,1,0,0,1,0
114764,21,0,0,27,27
114775,1,0,0,1,0
114776,21,0,0,27,27
114798,48,0,0,48,0
114799,19,0,0,20,20
114800,20,0,0,21,21
114801,20,0,0,20,20
114802,20,0,0,20,20
114803,20,0,0,20,20
114804,20,0,0,21,21
114805,20,0,0,20,20
114806,20,0,0,21,21
114807,20,0,0,20,20
114808,20,0,0,20,20
114809,20,0,0,20,20
114810,20,0,0,21,21
114811,6,0,0,6,0
114812,20,0,0,21,21
114816,20,0,0,20,20
114818,21,0,0,21,21
114819,21,0,0,21,21
114824,49,0,0,49,0
114825,19,0,0,20,20
114826,20,0,0,21,21
114827,19,0,0,20,20
114828,20,0,0,20,20
114829,17,0,0,20,20
114830,21,0,0,21,21
114831,20,0,0,20,20
114832,21,0,0,21,21
114833,21,0,0,21,21
114834,21,0,0,21,20
114835,20,0,0,20,20
114836,21,0,0,21,20
114837,59,0,0,59,0
114839,15,0,0,20,20
114840,21,0,0,21,21
114841,19,0,0,20,20
114842,21,0,0,21,21
114843,20,0,0,20,20
114844,20,0,0,20,20
114845,21,0,0,21,21
114846,22,0,0,22,21
114847,21,0,0,21,21
114848,20,0,0,20,20
114849,21,0,0,21,21
114850,46,0,0,46,0
114851,231,190,190,232,232
114852,215,191,191,232,232
114853,197,189,189,232,232
114881,74,0,0,74,0
114882,120,104,104,120,110
114883,110,104,104,110,110
114884,116,104,104,116,110
114885,101,101,104,110,110
114886,104,104,104,110,110
114887,94,92,92,100,100
114888,103,103,104,110,110
114939,44,0,0,44,0
114940,111,100,100,111,110
114941,101,100,100,101,100
114942,113,86,86,113,111
114943,112,100,100,112,110
114944,110,100,100,110,110
114945,105,100,100,110,110
114949,1,0,0,1,0
114951,16,0,0,18,18
114958,1,0,0,1,0
114960,15,0,0,18,18
115052,2,0,0,2,0
115055,0,0,0,20,20
115058,5,0,0,5,0
115059,20,16,16,20,20
115061,20,16,16,20,20
115062,0,0,0,0,0
115070,2,0,0,2,0
115074,18,16,16,20,20
115107,3,0,0,3,0
115110,17,0,0,17,17
115112,18,0,0,18,17
115116,16,0,0,17,17
115118,37,0,0,37,0
115119,17,0,0,17,17
115120,17,0,0,17,17
115121,16,0,0,17,17
115122,17,0,0,17,17
115123,17,0,0,17,17
115124,17,0,0,17,17
115125,17,0,0,17,17
115126,17,0,0,17,17
115127,17,0,0,17,17
115128,17,0,0,17,17
115129,16,0,0,16,0
115130,15,0,0,17,17
115131,17,0,0,17,17
115133,17,0,0,17,17
115134,17,0,0,17,17
115135,17,0,0,17,17
115137,17,0,0,17,17
115138,17,0,0,17,17
115139,17,0,0,17,17
115140,17,0,0,17,0
115142,16,0,0,17,17
115144,17,0,0,17,17
115145,17,0,0,17,17
115147,17,0,0,17,17
115148,17,0,0,17,17
115149,17,0,0,17,17
115150,17,0,0,17,17
115161,2,0,0,2,0
115162,15,15,16,18,18
115163,18,16,16,18,18
115171,5,0,0,5,0
115172,13,0,0,18,18
115173,18,0,0,18,18
115174,17,0,0,18,18
115175,19,0,0,19,18
115176,1,0,0,1,0
115178,18,0,0,18,18
115181,7,0,0,7,0
115182,16,16,16,18,18
115183,18,16,16,18,18
115184,17,16,16,18,18
115185,16,16,16,18,18
115191,1,0,0,1,0
115192,8,0,0,8,8
115198,3,0,0,3,0
115199,12,0,0,12,12
115200,10,0,0,12,12
115202,8,0,0,12,12
115203,5,0,0,5,0
115204,8,0,0,8,8
115206,8,0,0,8,8
115207,7,0,0,8,8
115209,7,0,0,8,8
115215,3,0,0,3,0
115217,8,0,0,8,8
115219,8,0,0,8,8
115235,2,0,0,2,0
115236,21,0,0,23,23
115237,21,0,0,23,23
115238,1,0,0,1,0
115240,21,0,0,23,23
115241,2,0,0,2,0
115242,19,0,0,23,23
115243,23,0,0,23,23
115244,4,0,0,4,0
115245,19,0,0,23,23
115246,23,0,0,23,23
115247,1,0,0,1,0
115248,21,0,0,23,23
115259,11,0,0,11,0
115260,12,0,0,16,16
115261,14,0,0,16,16
115262,15,0,0,16,16
115264,16,0,0,16,16
115265,13,0,0,16,16
115266,14,0,0,16,16
115267,75,0,0,75,0
115268,24,0,0,24,16
115269,0,0,0,16,16
115273,0,0,0,16,16
115274,0,0,0,16,16
115275,9,0,0,9,0
115276,15,0,0,16,16
115277,15,0,0,16,16
115279,13,0,0,16,16
115280,14,0,0,16,16
115281,13,0,0,16,16
115283,5,0,0,5,0
115285,15,0,0,15,15
115286,15,0,0,15,15
115287,14,0,0,16,16
115328,1,0,0,1,0
115329,23,0,0,26,26
115336,4,0,0,4,0
115337,14,0,0,26,26
115339,14,0,0,26,26
115340,4,0,0,4,0
115341,12,0,0,26,26
115342,17,0,0,26,26
115344,3,0,0,3,0
115345,14,0,0,26,26
115348,3,0,0,3,0
115349,14,0,0,26,26
115350,14,0,0,26,26
115352,3,0,0,3,0
115353,17,0,0,26,26
115354,17,0,0,26,26
115355,12,0,0,26,26
115356,4,0,0,4,0
115357,12,0,0,26,26
115358,17,0,0,26,26
115360,1,0,0,1,0
115363,23,0,0,26,26
115364,1,0,0,1,0
115367,23,0,0,26,26
115368,3,0,0,3,0
115369,14,0,0,26,26
115370,14,0,0,26,26
115371,14,0,0,26,26
115372,4,0,0,4,0
115373,12,0,0,26,26
115374,17,0,0,26,26
115420,2,0,0,2,0
115421,7,0,0,8,8
115432,1,0,0,1,0
115434,8,0,0,8,8
115436,2,0,0,2,0
115437,7,0,0,8,8
115439,6,0,0,8,8
115444,1,0,0,1,0
115446,5,0,0,8,8
115452,2,0,0,2,0
115453,9,0,0,9,9
115454,5,0,0,8,8
115490,4,0,0,4,0
115491,6,0,0,6,6
115492,6,0,0,6,6
115494,5,0,0,6,6
115496,6,0,0,6,6
115499,6,0,0,6,0
115500,6,0,0,6,6
115502,6,0,0,6,6
115504,5,0,0,6,6
115506,6,0,0,6,6
115507,3,0,0,6,6
115508,6,0,0,6,0
115509,6,0,0,6,6
115510,4,0,0,6,6
115512,6,0,0,6,6
115514,6,0,0,6,6
115515,6,0,0,6,6
115516,6,0,0,6,6
115517,5,0,0,5,0
115518,6,0,0,6,6
115519,6,0,0,6,6
115524,6,0,0,6,6
115525,6,0,0,6,6
115526,8,0,0,8,0
115527,5,0,0,6,6
115528,5,0,0,6,6
115529,5,0,0,6,6
115530,5,0,0,6,6
115532,5,0,0,6,6
115533,5,0,0,6,6
115534,5,0,0,6,6
115535,8,0,0,8,0
115537,4,0,0,6,6
115538,6,0,0,6,6
115539,6,0,0,6,6
115540,5,0,0,6,6
115541,5,0,0,6,6
115542,6,0,0,6,6
115543,6,0,0,6,6
115552,2,0,0,2,0
115555,13,0,0,15,15
115560,4,0,0,4,0
115565,15,0,0,15,15
115566,15,0,0,15,15
115568,13,0,0,13,0
115570,14,0,0,15,15
115571,13,0,0,15,15
115572,13,0,0,15,15
115573,15,0,0,15,15
115574,15,0,0,15,15
115575,15,0,0,15,15
115576,10,0,0,10,0
115577,12,0,0,15,15
115578,14,0,0,15,15
115579,11,0,0,15,15
115580,14,0,0,15,15
115581,12,0,0,15,15
115582,13,0,0,15,15
115583,14,0,0,15,15
115616,1,0,0,1,0
115618,20,0,0,20,20
115620,3,0,0,3,0
115622,11,0,0,18,18
115623,17,0,0,18,18
115624,16,0,0,18,18
115625,1,0,0,1,0
115629,13,0,0,18,18
115645,2,0,0,2,0
115648,21,0,0,21,21
115649,21,0,0,21,21
115651,2,0,0,2,0
115653,21,0,0,21,21
115657,7,0,0,7,0
115658,21,0,0,21,21
115659,21,0,0,21,21
115660,21,0,0,21,21
115662,21,0,0,21,21
115663,3,0,0,3,0
115665,21,0,0,21,21
115667,20,0,0,21,21
115749,2,0,0,2,0
115750,18,0,0,18,18
115755,2,0,0,2,0
115757,19,0,0,19,18
115758,1,0,0,1,0
115759,18,0,0,18,18
115787,26,0,0,26,0
115789,31,0,0,31,31
115790,31,0,0,31,31
115791,32,0,0,32,31
115792,32,0,0,32,31
115793,32,0,0,32,31
115794,32,0,0,32,31
115795,32,0,0,32,31
115796,32,0,0,32,31
115797,32,0,0,32,31
115798,32,0,0,32,31
115799,32,0,0,32,31
115800,32,0,0,32,31
115801,32,0,0,32,31
115802,31,0,0,31,31
115803,31,0,0,31,31
115804,30,0,0,31,31
115806,32,0,0,32,31
115807,31,0,0,31,31
115808,38,0,0,38,0
115809,32,0,0,32,31
115810,31,0,0,31,31
115811,32,0,0,32,31
115812,31,0,0,31,31
115813,32,0,0,32,31
115814,31,0,0,31,30
115815,31,0,0,31,31
115816,31,0,0,31,31
115817,31,0,0,31,31
115818,31,0,0,31,31
115819,31,0,0,31,31
115820,31,0,0,31,31
115821,31,0,0,31,31
115822,30,0,0,30,30
115823,28,0,0,31,31
115824,32,0,0,32,31
115825,30,0,0,30,30
115826,32,0,0,32,31
115827,31,0,0,31,31
115828,31,0,0,31,31
115829,55,0,0,55,0
115830,29,0,0,31,31
115831,31,0,0,31,31
115832,31,0,0,31,31
115833,30,0,0,30,30
115834,31,0,0,31,31
115835,30,0,0,30,30
115836,31,0,0,31,31
115837,31,0,0,31,31
115838,31,0,0,31,31
115839,31,0,0,31,31
115840,31,0,0,31,31
115841,31,0,0,31,31
115842,31,0,0,31,31
115843,31,0,0,31,31
115844,31,0,0,31,31
115845,28,0,0,31,31
115846,31,0,0,31,31
115847,31,0,0,31,31
115848,31,0,0,31,31
115849,32,0,0,32,31
115850,66,0,0,66,0
115851,126,108,108,126,120
115852,123,108,108,123,120
115853,120,106,106,120,120
115854,126,108,108,126,120
115855,117,103,103,120,120
115861,6,0,0,6,0
115864,19,0,0,19,19
115865,19,0,0,19,19
115867,11,0,0,19,19
115869,19,0,0,19,19
115874,19,0,0,19,19
115875,19,0,0,19,19
115878,16,0,0,16,0
115879,19,0,0,19,19
115880,19,0,0,19,19
115881,18,0,0,19,19
115882,20,0,0,20,19
115883,19,0,0,19,19
115884,19,0,0,19,19
115885,19,0,0,19,19
115886,19,0,0,19,19
115887,19,0,0,19,19
115888,18,0,0,19,19
115889,17,0,0,19,19
115890,17,0,0,19,19
115891,19,0,0,19,19
115892,19,0,0,19,19
115895,15,0,0,15,0
115896,20,0,0,20,19
115897,19,0,0,19,19
115898,19,0,0,19,19
115899,19,0,0,19,19
115900,18,0,0,19,19
115902,19,0,0,19,19
115903,20,0,0,20,19
115904,19,0,0,19,19
115905,19,0,0,19,19
115906,18,0,0,19,19
115907,18,0,0,19,19
115908,12,0,0,19,19
115909,14,0,0,19,19
115910,19,0,0,19,19
115911,19,0,0,19,19
115912,16,0,0,16,0
115913,152,126,126,152,150
115914,138,127,127,150,150
115939,2,0,0,2,0
115940,16,0,0,16,16
115942,2,0,0,2,0
115944,17,0,0,17,16
115951,3,0,0,3,0
115953,16,0,0,16,16
115982,1,0,0,1,0
115984,4,0,0,4,4
115990,1,0,0,1,0
115992,4,0,0,4,4
115994,1,0,0,1,0
115997,4,0,0,4,4
116002,64,0,0,64,0
116003,128,109,109,134,134
116004,142,120,120,142,140
116005,140,121,121,140,140
116006,120,117,117,140,140
116014,5,0,0,5,0
116015,19,0,0,19,19
116016,20,0,0,20,19
116017,5,0,0,5,0
116018,1,0,0,55,55
116019,1,0,0,55,55
116020,2,0,0,2,0
116021,14,0,0,14,12
116022,13,0,0,13,12
116023,4,0,0,4,0
116024,8,0,0,8,8
116025,8,0,0,8,8
116037,4,0,0,4,0
116038,19,0,0,19,19
116042,20,0,0,20,19
116043,20,0,0,20,19
116048,20,0,0,20,19
116050,3,0,0,3,0
116054,20,0,0,20,19
116055,20,0,0,20,19
116059,20,0,0,20,19
116063,2,0,0,2,0
116075,20,0,0,20,19
116076,2,0,0,2,0
116088,20,0,0,20,19
116089,8,0,0,8,0
116090,203,0,0,217,217
116091,20,0,0,40,40
116107,12,0,0,12,0
116108,18,0,0,21,21
116109,21,0,0,21,21
116110,21,0,0,21,21
116123,2,0,0,2,0
116124,0,0,0,21,21
116126,36,0,0,36,21
116132,20,0,0,20,0
116133,29,0,0,30,30
116134,30,0,0,30,30
116135,31,0,0,31,30
116137,30,0,0,30,30
116138,26,0,0,30,30
116141,27,0,0,30,30
116142,27,0,0,30,30
116143,27,0,0,30,30
116145,22,0,0,30,30
116146,23,0,0,23,0
116147,27,0,0,30,30
116148,30,0,0,30,30
116149,28,0,0,30,30
116151,30,0,0,30,30
116152,30,0,0,30,30
116153,30,0,0,30,30
116154,30,0,0,30,30
116155,30,0,0,30,30
116157,29,0,0,30,30
116159,14,0,0,30,30
116160,38,0,0,38,0
116162,24,0,0,30,30
116163,29,0,0,30,30
116164,30,0,0,30,30
116165,30,0,0,30,30
116166,24,0,0,30,30
116167,30,0,0,30,30
116168,30,0,0,30,30
116169,30,0,0,30,30
116170,30,0,0,30,30
116171,30,0,0,30,30
116172,30,0,0,30,30
116173,30,0,0,30,30
116174,15,0,0,15,0
116175,30,0,0,30,30
116176,29,0,0,30,30
116177,29,0,0,30,30
116178,31,0,0,31,30
116179,28,0,0,30,30
116180,30,0,0,30,30
116181,30,0,0,30,30
116184,12,0,0,30,30
116187,30,0,0,30,30
116188,29,0,0,29,0
116189,29,0,0,30,30
116190,30,0,0,30,30
116191,28,0,0,30,30
116192,30,0,0,30,30
116193,30,0,0,30,30
116194,29,0,0,30,30
116195,30,0,0,30,30
116197,30,0,0,30,30
116198,30,0,0,30,30
116199,30,0,0,30,30
116200,30,0,0,30,30
116201,19,0,0,30,30
116202,30,0,0,30,0
116203,30,0,0,30,30
116204,29,0,0,30,30
116205,25,0,0,30,30
116206,30,0,0,30,30
116207,30,0,0,30,30
116208,30,0,0,30,30
116210,30,0,0,30,30
116211,30,0,0,30,30
116212,16,0,0,30,30
116213,30,0,0,30,30
116214,29,0,0,30,30
116215,31,0,0,31,30
116216,14,0,0,14,0
116217,30,0,0,30,30
116218,30,0,0,30,30
116219,28,0,0,30,30
116220,30,0,0,30,30
116221,31,0,0,31,30
116225,12,0,0,30,30
116226,30,0,0,30,30
116228,30,0,0,30,30
116229,28,0,0,30,30
116230,19,0,0,19,0
116231,30,0,0,30,30
116232,30,0,0,30,30
116233,30,0,0,30,30
116234,30,0,0,30,30
116235,30,0,0,30,30
116236,30,0,0,30,30
116237,29,0,0,30,30
116238,29,0,0,30,30
116239,28,0,0,30,30
116240,29,0,0,30,30
116241,30,0,0,30,30
116242,30,0,0,30,30
116243,12,0,0,30,30
116244,61,0,0,61,0
116245,81,67,67,81,80
116246,73,66,66,80,80
116247,71,66,66,80,80
116248,64,64,64,79,79
116249,84,64,64,84,79
116287,2,0,0,2,0
116289,14,0,0,14,14
116290,13,0,0,14,14
116291,2,0,0,2,0
116293,14,0,0,14,14
116294,14,0,0,14,14
116301,120,0,0,120,0
116302,105,91,91,105,105
116303,106,90,90,106,105
116304,110,90,90,110,105
116305,93,90,90,105,105
116306,107,91,91,107,105
116307,101,91,91,105,105
116325,1,0,0,1,0
116326,4,0,0,4,4
